Is Duplicate Row?,Table Names,Item_Outlet_Sales,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
Unique,Store_Train_Forecast_Class.csv,2554.0088,NCS42,8.6,Low Fat,0.069403341,Household,91.2146,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2554.0088,FDS20,8.85,Low Fat,0.053822086,Fruits and Vegetables,183.8292,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2554.0088,FDX25,16.7,Low Fat,0,Canned,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3238.4512,FDD47,7.6,Regular,0.142292265,Starchy Foods,171.3448,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3238.4512,FDF57,14.5,Regular,0.058918844,Fruits and Vegetables,169.7448,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,543.2928,FDJ09,15,Low Fat,0,Snack Foods,43.4744,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,543.2928,FDJ09,15,Low Fat,0.058632705,Snack Foods,46.4744,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1482.7366,FDB34,15.25,Low Fat,0.02671821,Snack Foods,85.2198,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2750.4198,FDK50,7.96,Low Fat,0.028478742,Canned,161.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3397.5774,FDL44,18.25,Low Fat,0.012264903,Fruits and Vegetables,162.8894,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,856.8846,FDT23,7.72,Regular,0.075035902,Breads,78.7986,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,856.8846,FDK16,9.065,Low Fat,0.115307979,Frozen Foods,97.0094,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,856.8846,FDY11,6.71,Regular,0.029680868,Baking Goods,65.0142,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,856.8846,FDC40,16,Regular,0.065165046,Dairy,79.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,856.8846,NCR41,17.85,Low Fat,0.018052019,Health and Hygiene,96.6094,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,856.8846,FDY11,6.71,Regular,0.029560451,Baking Goods,65.8142,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,856.8846,NCT54,8.695,Low Fat,0.119513002,Household,93.4094,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,927.4594,NCS05,11.5,Low Fat,0.021010687,Health and Hygiene,131.3942,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1025.332,FDU24,6.78,Regular,0.140163038,Baking Goods,94.212,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1025.332,NCG18,15.3,Low Fat,0.023071504,Household,101.8332,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1025.332,DRH59,10.8,Low Fat,0.05843345,Hard Drinks,74.738,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,6301.1312,FDB11,16,Low Fat,0.060836524,Starchy Foods,226.8404,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3928.8858,NCB43,20.2,Low Fat,0.099893424,Household,187.6898,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,467.3916,DRN35,8.01,Low Fat,0.070533748,Hard Drinks,34.2532,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,467.3916,DRH25,18.7,Low Fat,0,Soft Drinks,52.2324,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,467.3916,FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,5099.3622,FDA48,12.1,Low Fat,0.11487406,Baking Goods,221.4114,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1225.7378,DRC36,13,Regular,0.044976367,Soft Drinks,176.2054,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1640.5312,FDO56,10.195,Regular,0.045165796,Fruits and Vegetables,118.4808,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1640.5312,FDF45,18.2,Regular,0.012223687,Fruits and Vegetables,57.1904,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1640.5312,NCT42,5.88,Low Fat,0.024882614,Household,149.4392,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1640.5312,FDO40,17.1,Low Fat,0.032628111,Frozen Foods,148.7392,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1640.5312,FDM01,7.895,Regular,0.0945493,Breakfast,102.6332,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4527.44,FDX20,7.365,Low Fat,0.042524835,Fruits and Vegetables,228.372,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4527.44,FDY25,12,Low Fat,0.033974436,Canned,181.8976,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5106.686,FDH60,19.7,Regular,0,Baking Goods,194.411,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2698.4874,FDS23,4.635,Low Fat,0.141108156,Breads,128.2994,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,832.9158,NCG43,20.2,Low Fat,0,Household,94.1462,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,316.9208,FDH21,10.395,Low Fat,0.031199028,Seafood,159.4604,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,316.9208,FDW09,13.65,Regular,0.025961116,Snack Foods,80.4302,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1787.0072,FDR10,17.6,Low Fat,0.010055503,Snack Foods,163.7552,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1787.0072,FDQ15,20.35,Regular,0,Meat,81.6276,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1787.0072,FDR10,17.6,Low Fat,0.010031539,Snack Foods,161.5552,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1787.0072,FDU59,5.78,Low Fat,0.096386227,Breads,163.5552,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2500.7448,NCI42,18.75,Low Fat,0.01040777,Household,209.4954,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,5359.69,FDD03,13.3,Low Fat,0.079739853,Dairy,233.03,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,708.4112,FDO49,10.6,Regular,0.033103556,Breakfast,48.9008,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4339.0186,FDC47,15,Low Fat,0.118791698,Snack Foods,229.9694,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3950.1914,FDD33,12.85,Low Fat,0.108102606,Fruits and Vegetables,233.3642,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3950.1914,DRD15,10.6,Low Fat,0.056748659,Dairy,233.6642,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2460.7968,FDN46,7.21,Regular,0.144511119,Snack Foods,100.5332,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2460.7968,FDQ46,7.51,Low Fat,0.10423592,Snack Foods,111.7544,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2460.7968,FDF26,6.825,Regular,0.046824729,Canned,155.1998,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2460.7968,FDH38,6.425,Low Fat,0.010480751,Canned,116.5808,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2460.7968,FDM25,10.695,Regular,0.060615254,Breakfast,174.0712,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2460.7968,FDA55,17.2,Regular,0.057221177,Fruits and Vegetables,225.4088,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2460.7968,FDZ48,17.75,Low Fat,0.075959623,Baking Goods,112.4544,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,353.5398,FDA39,6.32,Low Fat,0.012737719,Meat,38.5822,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,353.5398,FDL46,20.35,Low Fat,0.054046706,Snack Foods,119.5466,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,353.5398,DRB48,16.75,Regular,0,Soft Drinks,39.3822,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,372.848,NCC55,10.695,Low Fat,0.064022881,Household,36.0848,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,372.848,DRD37,9.8,Low Fat,0.013898123,Soft Drinks,46.506,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,5770.4886,FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1528.6768,NCQ43,17.75,Low Fat,0.111301625,Others,107.5912,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1528.6768,FDP25,15.2,Low Fat,0.021293909,Canned,218.4824,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2999.429,FDW60,5.44,Regular,0.017047751,Baking Goods,174.637,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2999.429,FDR21,19.7,Low Fat,0.066922802,Snack Foods,174.837,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,262.3252,FDM13,6.425,Low Fat,0.063122753,Breakfast,131.3626,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,262.3252,FDB36,5.465,Regular,0,Baking Goods,132.5626,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,452.744,FDR20,20,Regular,0.028167478,Fruits and Vegetables,45.5744,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,452.744,NCY29,13.65,Low Fat,0.077548732,Health and Hygiene,55.093,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,452.744,FDD51,11.15,Low Fat,0.120139206,Dairy,45.0744,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,452.744,DRO47,10.195,Low Fat,0.112681821,Hard Drinks,113.986,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1125.202,FDY03,17.6,Regular,0.076121831,Meat,111.7202,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1125.202,FDO21,11.6,Regular,0.009802791,Snack Foods,223.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1125.202,FDU46,10.3,Regular,0.011143599,Snack Foods,88.254,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1177.1344,FDY20,12.5,Regular,0.081684728,Fruits and Vegetables,92.3488,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1177.1344,NCN42,20.25,Low Fat,0.014280554,Household,148.0418,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1177.1344,FDJ02,17.2,Regular,0.025205909,Canned,149.1418,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1360.2294,FDM15,11.8,Regular,0.057373797,Meat,151.4366,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1837.608,NCN14,19.1,Low Fat,0.091917786,Others,182.7608,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1837.608,FDC41,15.6,Low Fat,0.116913245,Frozen Foods,78.167,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1837.608,FDT25,7.5,Low Fat,0.05074138,Canned,123.2072,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1895.5326,DRG48,5.78,Low Fat,0.014577695,Soft Drinks,147.2102,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1895.5326,FDR31,6.46,Regular,0.049162885,Fruits and Vegetables,146.9102,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1895.5326,FDB40,17.5,Regular,0.007551607,Dairy,145.8102,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1895.5326,DRF01,5.655,Low Fat,0.174934513,Soft Drinks,145.0102,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1895.5326,FDA03,18.5,Regular,0.045425939,Dairy,144.9102,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1895.5326,DRF01,5.655,Low Fat,0.175047104,Soft Drinks,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1937.478,FDL27,6.17,Low Fat,0.010647477,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1937.478,FDU40,20.85,Low Fat,0.037556341,Frozen Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1937.478,NCP42,8.51,Low Fat,0.016176344,Household,192.1478,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,692.432,FDB26,14,Regular,0.031267496,Canned,51.464,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2892.901,NCS06,7.935,Low Fat,0.031866022,Household,261.291,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3819.0288,FDB33,17.75,Low Fat,0.014602837,Fruits and Vegetables,158.6262,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1505.3738,FDS24,20.85,Regular,0.062477955,Baking Goods,87.2514,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1505.3738,FDW07,18,Regular,0.142570104,Fruits and Vegetables,88.2514,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1505.3738,FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3004.0896,FDK21,7.905,Low Fat,0.010012319,Snack Foods,250.4408,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3004.0896,FDJ34,11.8,Regular,0.093655728,Snack Foods,127.1704,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3004.0896,FDG09,20.6,Regular,0.048010812,Fruits and Vegetables,187.7556,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4060.7142,FDJ26,15.3,Regular,0.084749164,Canned,215.5218,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,741.0354,FDQ34,10.85,Low Fat,0.162211939,Snack Foods,107.0622,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,741.0354,NCY05,13.5,Low Fat,0.054990009,Health and Hygiene,35.2874,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,792.302,DRE12,4.59,Low Fat,0.070767174,Soft Drinks,111.986,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,792.302,DRN59,15,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,792.302,FDW09,13.65,Regular,0.025899245,Snack Foods,81.1302,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2529.3742,FDL56,14.1,Low Fat,0.125756824,Fruits and Vegetables,87.1198,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3193.8426,FDP16,18.6,Low Fat,0.039454924,Frozen Foods,244.0802,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,3193.8426,NCH18,9.3,Low Fat,0.044624064,Household,245.4802,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1496.0526,FDY28,7.47,Regular,0.152024355,Frozen Foods,211.8218,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1496.0526,FDR16,5.845,Regular,0.105445801,Frozen Foods,214.4218,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1861.5768,FDV01,19.2,Regular,0.085296625,Canned,153.4314,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1861.5768,FDV03,17.6,Low Fat,0.058042926,Meat,154.6314,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2251.0698,FDQ48,14.3,Regular,0.034382602,Baking Goods,96.5726,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5259.82,FDC17,12.15,Low Fat,0.015457803,Frozen Foods,209.9928,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2199.8032,FDH24,20.7,Low Fat,0.021431134,Baking Goods,157.0288,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3109.9518,FDH58,12.3,Low Fat,0.036939673,Snack Foods,113.1834,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2614.5966,FDE47,14.15,Low Fat,0.037901581,Starchy Foods,126.3046,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3095.97,FDQ32,17.85,Regular,0.046608497,Fruits and Vegetables,122.9388,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3095.97,FDR03,15.7,Regular,0.008734284,Meat,207.898,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4512.1266,FDA22,7.435,Low Fat,0.084436394,Starchy Foods,168.6158,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,631.1784,FDC17,12.15,Low Fat,0.015484763,Frozen Foods,211.9928,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2101.9306,NCU41,18.85,Low Fat,0.052054819,Health and Hygiene,189.1846,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3542.056,DRK23,8.395,Low Fat,0.07226985,Hard Drinks,254.104,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3600.6464,FDX36,9.695,Regular,0.128176489,Baking Goods,224.8404,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3600.6464,FDB11,16,Low Fat,0.060797393,Starchy Foods,223.8404,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1435.4648,FDR44,6.11,Regular,0.102901425,Fruits and Vegetables,128.4968,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1435.4648,FDY48,14,Low Fat,0.023730384,Baking Goods,104.3332,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2423.512,FDM45,8.655,Regular,0.08819473,Snack Foods,119.6756,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2423.512,DRJ47,18.25,Low Fat,0.044250304,Hard Drinks,174.708,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2423.512,FDK26,5.46,Regular,0.032308482,Canned,185.224,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,610.5386,FDB16,8.21,Low Fat,0.044888397,Dairy,87.3198,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,610.5386,FDM02,12.5,Regular,0.073721115,Canned,85.6198,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,610.5386,FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2013.3792,FDO34,17.7,Low Fat,0.030060895,Snack Foods,166.4816,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2013.3792,DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2013.3792,FDN45,19.35,Low Fat,0.118102769,Snack Foods,224.8088,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2013.3792,NCM07,9.395,Low Fat,0.039954281,Others,82.4908,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3745.125,NCE18,10,Low Fat,0.021512619,Household,247.775,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,3745.125,FDU14,17.75,Low Fat,0.034752647,Dairy,248.775,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3745.125,FDG21,17.35,Regular,0.146895866,Seafood,149.605,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,4920.9278,FDA04,11.3,Regular,0.066729996,Frozen Foods,257.2962,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4920.9278,FDA04,11.3,Regular,0.066717378,Frozen Foods,260.8962,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,9069.5276,FDA21,13.65,Low Fat,0.035930784,Snack Foods,184.4924,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,391.4904,FDW46,13,Regular,0.070243155,Snack Foods,65.7484,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1362.2268,FDZ07,15.1,Regular,0,Fruits and Vegetables,63.7194,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2484.7656,FDN02,16.5,Low Fat,0.073827748,Canned,208.8638,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2546.685,FDJ27,17.7,Regular,0.122065518,Meat,103.3674,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2546.685,FDV24,5.635,Low Fat,0.103693024,Baking Goods,149.905,OUT018,2009,Medium,Tier 3,Supermarket Type2
